,Title,Author,Duration,Thumbnail
https://www.youtube.com/watch?v=fLRSIMR2hVw,Lernpfad Digitalisierung | Datenerfassung mit PC und Analogwertverarbeitung (5/7),Festo Didactic,246,https://i.ytimg.com/vi/fLRSIMR2hVw/maxresdefault.jpg?sqp=-oaymwEmCIAKENAF8quKqQMa8AEB-AHUBoAC4AOKAgwIABABGGAgYChgMA8=&rs=AOn4CLA4fugkCwfo2BlNDpmQJezP_Amo7w
https://www.youtube.com/watch?v=FMl-0y-ysx8,Metrum erkennen mit einem einfachen Trick,Lyrikmond,438,https://i.ytimg.com/vi_webp/FMl-0y-ysx8/maxresdefault.webp
https://www.youtube.com/watch?v=FmLJVQ0ctFY,Die unverzichtbare Scheibenputzpyramide nähen,Nähnika,370,https://i.ytimg.com/vi_webp/FmLJVQ0ctFY/maxresdefault.webp
https://www.youtube.com/watch?v=fmuc31jA1Ks,HAUS TOUR,Saskias Family Blog,1690,https://i.ytimg.com/vi/fmuc31jA1Ks/maxresdefault.jpg
https://www.youtube.com/watch?v=fN-3EeW9lG4,Stoffreste verarbeiten / Patchwork,Sandra´s handgemachtes Allerlei,612,https://i.ytimg.com/vi/fN-3EeW9lG4/maxresdefault.jpg
https://www.youtube.com/watch?v=fn0Xz7amGl0,Evva 4KS- der federlose Schließzylinder mit Patentschutz,Sicherheitstechnik Kortus,366,https://i.ytimg.com/vi_webp/fn0Xz7amGl0/maxresdefault.webp
https://www.youtube.com/watch?v=fN52WXY_72g,Steigungsdreieck bei einer linearen Funktion | Lehrerschmidt,Lehrerschmidt,714,https://i.ytimg.com/vi/fN52WXY_72g/maxresdefault.jpg
https://www.youtube.com/watch?v=fn6-CpyGn78,Integralrechnung Basic Grundlagen,Mathehilfe24: Mathe einfach gut erklärt,489,https://i.ytimg.com/vi/fn6-CpyGn78/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCGKAtxzbMN7QS8i1JRS_jO4SIjkA
https://www.youtube.com/watch?v=FN8Q-CZKPu8,"ACRYLMALEREI -  Wie fange ich an? Farben, Pinsel, Leinwand & Inspiration finden",Linda Seel,779,https://i.ytimg.com/vi_webp/FN8Q-CZKPu8/maxresdefault.webp
https://www.youtube.com/watch?v=FncsxjJNAtU,Das oder dass?? So machst du das NIE WIEDER falsch!,Lingster Academy,461,https://i.ytimg.com/vi_webp/FncsxjJNAtU/maxresdefault.webp
https://www.youtube.com/watch?v=FNFd559dEAE,Schaurige Parasiten – Vernachlässigte Krankheiten,Dinge Erklärt – Kurzgesagt,342,https://i.ytimg.com/vi/FNFd559dEAE/maxresdefault.jpg
https://www.youtube.com/watch?v=fnFU_pfoSo4,"Schal, Mütze & Handschuhe | Stylisch & trotzdem praktisch WARM",Sofia del Mar,829,https://i.ytimg.com/vi_webp/fnFU_pfoSo4/maxresdefault.webp
https://www.youtube.com/watch?v=FNrUklL1LTQ,BACKFLIP/RÜCKWÄRTSSALTO LERNEN IN 30 MINUTEN | Andiletics,Andiletics,622,https://i.ytimg.com/vi_webp/FNrUklL1LTQ/maxresdefault.webp
https://www.youtube.com/watch?v=fNtwbYMGyFQ,Unter einem Narzissten gelitten? | 5 deutliche Anzeichen | Narzissmus,Hilfe für Opfer von Narzissten,2055,https://i.ytimg.com/vi/fNtwbYMGyFQ/maxresdefault.jpg?v=5ed90250
https://www.youtube.com/watch?v=fNVVmJolKeQ,Fiction  Contemporary #Wenn's weiter nichts ist# Hörbuch,Dillon Fuselier,41262,https://i.ytimg.com/vi/fNVVmJolKeQ/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBF37iZZlIrPd49qfN5crWb_pmZ0g
https://www.youtube.com/watch?v=FO0jUuBn9Ko,7 Minimalismus Tipps für ein sauberes Zuhause zum wohlfühlen.,Luke Jaque-Rodney,721,https://i.ytimg.com/vi/FO0jUuBn9Ko/maxresdefault.jpg
https://www.youtube.com/watch?v=FO3MZrCR97g,"ABLEITUNG mit h-METHODE berechnen – Differenzenquotient, Differentialquotient, Beispiel x^3",MathemaTrick,617,https://i.ytimg.com/vi/FO3MZrCR97g/maxresdefault.jpg
https://www.youtube.com/watch?v=foIOISRsXGQ,Rätsel (thumbnail Wer ist kein Friseur),SONNENSEITE,781,https://i.ytimg.com/vi/foIOISRsXGQ/maxresdefault.jpg
https://www.youtube.com/watch?v=FoP3_0CFgSk,Extremwertaufgaben - Die Regentonne - Extremwert bestimmen,Mathehilfe24: Mathe einfach gut erklärt,741,https://i.ytimg.com/vi/FoP3_0CFgSk/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLD6KRykOgNOEvNbLLn-3lm4B6Ku8A
https://www.youtube.com/watch?v=FoRq3GkpltI,Dein START ► in die natürliche Verhütung (NFP) | 5 Punkte für NFP-Anfängerinnen | BLYMCHEN,BLYMCHEN,600,https://i.ytimg.com/vi/FoRq3GkpltI/maxresdefault.jpg
https://www.youtube.com/watch?v=FOtVaxv4T3s,7 Tage das Zehnfingersystem üben | Selbstexperiment,Kevin Chromik,750,https://i.ytimg.com/vi_webp/FOtVaxv4T3s/maxresdefault.webp
https://www.youtube.com/watch?v=FOxFXmmqHDY,Warum Demenz und Depression kein Schicksal sind - Gesamter Vortrag von Prof. Dr. med. Jörg Spitz,Akademie für menschliche Medizin,2319,https://i.ytimg.com/vi_webp/FOxFXmmqHDY/maxresdefault.webp
https://www.youtube.com/watch?v=FOzEYTqvToQ,Poker für Anfänger - Sit-and-Go Kurs (5/6),PokerStars School DE,2462,https://i.ytimg.com/vi/FOzEYTqvToQ/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCuOKLRT8ij5w0jEA7WakvEdDTXyw
https://www.youtube.com/watch?v=fpLga5TB5HE,Asynchronmotor oder Synchronmotor - Leistungsschild - einfach und anschaulich erklärt,#Sogeht by Sven Stemmler,619,https://i.ytimg.com/vi_webp/fpLga5TB5HE/maxresdefault.webp
https://www.youtube.com/watch?v=FpotY5mbqtQ,Mein Leben ist wie leise See - Rainer Maria Rilke,doparminos,123,https://i.ytimg.com/vi_webp/FpotY5mbqtQ/maxresdefault.webp
https://www.youtube.com/watch?v=FpVK2Q7hpOo,"4 Jobs, die es in Deutschland NIEMALS geben wird! | Galileo | ProSieben",Galileo,920,https://i.ytimg.com/vi_webp/FpVK2Q7hpOo/maxresdefault.webp
https://www.youtube.com/watch?v=fP_tNYW6XGQ,Pneumatikzylinder richtig einstellen. Kein Stick-Slip-Effekt und Ruckeln mehr. So einfach gehts....,Landefeld Druckluft und Hydraulik,324,https://i.ytimg.com/vi_webp/fP_tNYW6XGQ/maxresdefault.webp
https://www.youtube.com/watch?v=Fq3quAsiGJs,Einführung in die Elektropneumatik Teil 3,smiling-eye,439,https://i.ytimg.com/vi/Fq3quAsiGJs/maxresdefault.jpg?sqp=-oaymwEmCIAKENAF8quKqQMa8AEB-AHUBoAC4AOKAgwIABABGGUgZShlMA8=&rs=AOn4CLAQbq4Vai7fvJTR-rvCaMurwmnn7w
https://www.youtube.com/watch?v=FqGGFXQX9DE,Entschuldige dich NIE für diese 10 Dinge (Sorry-Falle),Martin Wehrle: Coaching- und Karrieretipps,661,https://i.ytimg.com/vi_webp/FqGGFXQX9DE/maxresdefault.webp
https://www.youtube.com/watch?v=FqhAGsniZQQ,Der Schauspiel-Check | Reportage für Kinder | Checker Julian,CHECKER WELT,1469,https://i.ytimg.com/vi/FqhAGsniZQQ/maxresdefault.jpg
https://www.youtube.com/watch?v=FqiXT8SkKAY,Die Uhrzeit im Französischen - einfach besser erklärt!,Fit für Franze,302,https://i.ytimg.com/vi/FqiXT8SkKAY/maxresdefault.jpg
https://www.youtube.com/watch?v=fqn8Jxauglw,04 Elektropneumatik - magnetischer Näherungssensor,Karl-Peter-Obermaier-Schule Passau,369,https://i.ytimg.com/vi/fqn8Jxauglw/maxresdefault.jpg?sqp=-oaymwEmCIAKENAF8quKqQMa8AEB-AHUBoAC0AOKAgwIABABGBMgUyh_MA8=&rs=AOn4CLAUQ8PoPQxIs44LhZFSXzgRXLGaUw
https://www.youtube.com/watch?v=FrF1NNoTmZ4,Schlanker oder GRÖSSER wirken durch Kleidungtricks (Upps..),Wirkungsexpertin - Petra Waldminghaus,263,https://i.ytimg.com/vi_webp/FrF1NNoTmZ4/maxresdefault.webp
https://www.youtube.com/watch?v=fRYR204pM7s,Epoche der Romantik | DiB,Deutsch in Bildern,546,https://i.ytimg.com/vi_webp/fRYR204pM7s/maxresdefault.webp
https://www.youtube.com/watch?v=FRZEyPvlUKw,"16 Rätsel, bei denen ein Detektiv deine Hilfe braucht",SONNENSEITE,762,https://i.ytimg.com/vi/FRZEyPvlUKw/maxresdefault.jpg
https://www.youtube.com/watch?v=fSEV_bcvfcg,"Knecht Ruprecht - Der Michel - Theodor Storm - Von drauß`, vom Walde komm` ich her",Der Michel,159,https://i.ytimg.com/vi/fSEV_bcvfcg/maxresdefault.jpg
https://www.youtube.com/watch?v=FSJovAwxqPg,Gitarrenakkorde EINFACH verbinden - 3 mögliche Überleitungen,Fingerfux,620,https://i.ytimg.com/vi/FSJovAwxqPg/maxresdefault.jpg
https://www.youtube.com/watch?v=FsjQQ2h1hzc,Wie irrational ist π wirklich? (Pi Day 2020),DorFuchs,629,https://i.ytimg.com/vi_webp/FsjQQ2h1hzc/maxresdefault.webp
https://www.youtube.com/watch?v=fSntdA-DThI,"Konjunktiv 1 (Indirekte Rede) Erklärung | Deutsch lernen c1, b2",DeutschLera,697,https://i.ytimg.com/vi_webp/fSntdA-DThI/maxresdefault.webp
https://www.youtube.com/watch?v=FT8dTB2T4vY,Relativitätstheorie für Laien,Universität Konstanz,2190,https://i.ytimg.com/vi/FT8dTB2T4vY/maxresdefault.jpg
https://www.youtube.com/watch?v=FtG-YXLwkeg,Gestreckte Länge,Udo Schädlich,485,https://i.ytimg.com/vi_webp/FtG-YXLwkeg/maxresdefault.webp
https://www.youtube.com/watch?v=FtlvIB_DtHk,"5 Tipps, um Schüchternheit endlich zu überwinden",RedeFabrik - Kommunikation & Charisma,536,https://i.ytimg.com/vi_webp/FtlvIB_DtHk/maxresdefault.webp
https://www.youtube.com/watch?v=fTVHv0g_nzM,Grundlagen Löten - Teil 2,Kondensatorschaden,747,https://i.ytimg.com/vi_webp/fTVHv0g_nzM/maxresdefault.webp
https://www.youtube.com/watch?v=Ft_11W0GGtU,Literarische Gattungen I Epik I Lyrik I Dramatik I musstewissen Deutsch,musstewissen Deutsch,347,https://i.ytimg.com/vi_webp/Ft_11W0GGtU/maxresdefault.webp
https://www.youtube.com/watch?v=FU2OIkeYVFY,"Joseph Roth, Der sterbende Gaul. Die100  schönsten deutschsprachigen Gedichte",Literatur Lesezeichen,199,https://i.ytimg.com/vi/FU2OIkeYVFY/maxresdefault.jpg?sqp=-oaymwEmCIAKENAF8quKqQMa8AEB-AHUBoAC4AOKAgwIABABGGUgUihHMA8=&rs=AOn4CLAe6ESwRqN_280If2Ootome5T4WYw
https://www.youtube.com/watch?v=FUAR0hiPjbY,Leitungssucher! (Testboy 26) ElektroM,ElektroM,407,https://i.ytimg.com/vi/FUAR0hiPjbY/maxresdefault.jpg
https://www.youtube.com/watch?v=FUyLgSYPdC0,Altpapier im Garten einsetzen! 📦 - mit alten Kartons ein Blumenbeet anlegen,Der Gartencoach,464,https://i.ytimg.com/vi/FUyLgSYPdC0/maxresdefault.jpg
https://www.youtube.com/watch?v=FuZQMHioBCw,6 typische Fashion Fehler bei Frauen ab 40 (Wenn man schrullig wird …) | natashagibson,Natasha Gibson Germany,647,https://i.ytimg.com/vi_webp/FuZQMHioBCw/maxresdefault.webp
https://www.youtube.com/watch?v=FWX_XbN5d0U,Mathematik-Genie Maximilian Janisch | Aus der Welt eines Hochbegabten | Reportage | SRF,SRF Dok,1353,https://i.ytimg.com/vi_webp/FWX_XbN5d0U/maxresdefault.webp
https://www.youtube.com/watch?v=fwZN7WNZUL8,"5 Geheimnisse, die dein Selbstbewusstsein sprengen",RedeFabrik - Kommunikation & Charisma,494,https://i.ytimg.com/vi_webp/fwZN7WNZUL8/maxresdefault.webp
https://www.youtube.com/watch?v=fx3SLx7ukds,Einen Safe knacken?! | CheXperiment mit Checker Tobi | die Entdeckershow,CHECKER WELT,870,https://i.ytimg.com/vi_webp/fx3SLx7ukds/maxresdefault.webp
https://www.youtube.com/watch?v=FXelf4YMNfw,Das Lukas-Evangelium mit allen Kapiteln | Lumo Project,Bibel TV,12320,https://i.ytimg.com/vi_webp/FXelf4YMNfw/maxresdefault.webp?v=5d36da9b
https://www.youtube.com/watch?v=fXiBYQP5680,Deutsch lernen | Hilfe! Mein Mann hatte einen Unfall! Schicken Sie einen Krankenwagen! | Wortschatz,Hallo Deutschschule,1208,https://i.ytimg.com/vi/fXiBYQP5680/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLClYaYlGYV6tlb8VifLBpmh16ad6w
https://www.youtube.com/watch?v=fXV3XAJ3kQQ,SUper Samstag Video Hop #32 – Lass mal hängen | Bettys Sterne,Stempeln mit creativeJu,878,https://i.ytimg.com/vi/fXV3XAJ3kQQ/maxresdefault.jpg
https://www.youtube.com/watch?v=fxz3Hdx4XpM,Gleichung einer TANGENTE bestimmen – Tangentengleichung aufstellen in einem Punkt,MathemaTrick,375,https://i.ytimg.com/vi/fxz3Hdx4XpM/maxresdefault.jpg
https://www.youtube.com/watch?v=fYDhjLxM5sM,"Extremstellen Sinus – Extrema Sinusfunktion, trigonometrische Funktionen",MathemaTrick,1266,https://i.ytimg.com/vi/fYDhjLxM5sM/maxresdefault.jpg
https://www.youtube.com/watch?v=Fygo2aLHi6c,Gedichtanalyse am Beispiel | Georg Heym - Gott der Stadt,How to Deutsch,600,https://i.ytimg.com/vi_webp/Fygo2aLHi6c/maxresdefault.webp
https://www.youtube.com/watch?v=FyNRzS9xQZQ,C# Tutorial | kompletter Kurs für Anfänger,Programmieren lernen,8372,https://i.ytimg.com/vi_webp/FyNRzS9xQZQ/maxresdefault.webp
https://www.youtube.com/watch?v=fyOvdIpSnJs,FAUST erster Teil [Ausführliche Zusammenfassung+Erklärung]  -Keiner Braucht Lesen I,Tomderdon,1139,https://i.ytimg.com/vi/fyOvdIpSnJs/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCQvX0Ct9QgM0F8nATjcZj_WMJ4Mg
https://www.youtube.com/watch?v=fytHXOIj7b8,MausSpots (Folge 10) | DieMaus | WDR,Die Maus,1602,https://i.ytimg.com/vi_webp/fytHXOIj7b8/maxresdefault.webp
https://www.youtube.com/watch?v=fz7NpeC2-6w,"Arbeitshypothesen und Deutungshypothese formulieren (Kurzgeschichten, Gedichte, Texterörterung)",Bob Blume - Netzlehrer,424,https://i.ytimg.com/vi_webp/fz7NpeC2-6w/maxresdefault.webp
https://www.youtube.com/watch?v=fzDZhGu-cm0,Arbeiten bei Amazon: Wie sieht der Job während der Corona-Krise aus? | Galileo | ProSieben,Galileo,869,https://i.ytimg.com/vi_webp/fzDZhGu-cm0/maxresdefault.webp
https://www.youtube.com/watch?v=FZgjmFDPdPs,4000 Euro MONATLICH im PRAKTIKUM?! (als Student),Niklas Steenfatt,703,https://i.ytimg.com/vi_webp/FZgjmFDPdPs/maxresdefault.webp
https://www.youtube.com/watch?v=fzIBBPKGrj8,REAKTION AUF MEINE ERSTEN VIDEOS 😱 omg bin wirklich ich das?,Cali Kessy,496,https://i.ytimg.com/vi_webp/fzIBBPKGrj8/maxresdefault.webp
https://www.youtube.com/watch?v=FZjUP9ZBcH0,Der Zylinder kommt an seinen Platz | Hydraulische Gerätebetätigung | IHC 633 | Mr. Moto,Mr. Moto,1568,https://i.ytimg.com/vi/FZjUP9ZBcH0/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDp08eAziTHhO1VKSilxENCKqmqFQ
https://www.youtube.com/watch?v=FZy9MsddMfA,Der erste Wellness-Freizeitpark der Welt | Galileo | ProSieben,Galileo,618,https://i.ytimg.com/vi_webp/FZy9MsddMfA/maxresdefault.webp
https://www.youtube.com/watch?v=fZZQ1VMbzwM,Balkonkraftwerke mit Schukostecker - Verboten? Gefährlich? ENDGÜLTIG geklärt (mit Selbstversuch!),Der Fachwerker,1495,https://i.ytimg.com/vi_webp/fZZQ1VMbzwM/maxresdefault.webp
https://www.youtube.com/watch?v=f_VWwPBKkBI,Harvard Zitierweise bzw. Amerikanische Zitierweise (Das 5-Minuten Tutorial) 🇺🇸,shribe! - master your studies,463,https://i.ytimg.com/vi_webp/f_VWwPBKkBI/maxresdefault.webp
https://www.youtube.com/watch?v=F_XoKYiQEr8,Let's Play Assassin's Creed 3 #100 - Allein gegen Alle,JabuhLP,902,https://i.ytimg.com/vi/F_XoKYiQEr8/maxresdefault.jpg
https://www.youtube.com/watch?v=G-5AJfNNfMk,Winkelmaß und Bogenmaß I musstewissen Mathe,musstewissen Mathe,387,https://i.ytimg.com/vi/G-5AJfNNfMk/maxresdefault.jpg
https://www.youtube.com/watch?v=G069zV__a_M,Fertigung von Grosswälzlager,webmastermolentje,449,https://i.ytimg.com/vi/G069zV__a_M/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBJW5Jf3t68wrUyKxqdYq57YxNVDg
https://www.youtube.com/watch?v=g09E2Aawz90,"5x Sticken Geschenke Inspiration - bestickte (Baby)-Chucks, NIKE-Blumenlogo & Familienportraits",Linda Seel,1056,https://i.ytimg.com/vi_webp/g09E2Aawz90/maxresdefault.webp
https://www.youtube.com/watch?v=G0W97_Dv7Jo,Küste oder Berge? | Hauptsache Camping SWR,SWR Marktcheck,2691,https://i.ytimg.com/vi_webp/G0W97_Dv7Jo/maxresdefault.webp
https://www.youtube.com/watch?v=g1n9peRdCy0,LEGO mahnt Held der Steine ab - war das clever? RA Solmecke,WBS LEGAL,404,https://i.ytimg.com/vi_webp/g1n9peRdCy0/maxresdefault.webp
https://www.youtube.com/watch?v=G2GfZu5UB78,Diese Menschen schaden dir heimlich: Trenn dich!,Martin Wehrle: Coaching- und Karrieretipps,590,https://i.ytimg.com/vi_webp/G2GfZu5UB78/maxresdefault.webp
https://www.youtube.com/watch?v=g2MU79pTAi4,Warum Musik immer trauriger wird,Simplicissimus,408,https://i.ytimg.com/vi/g2MU79pTAi4/maxresdefault.jpg
https://www.youtube.com/watch?v=G2oZZt89rMA,Ilse Koch - Die Hexe von Buchenwald | MDR DOK,MDR DOK,2613,https://i.ytimg.com/vi_webp/G2oZZt89rMA/maxresdefault.webp
https://www.youtube.com/watch?v=G36dj7w703k,WLAN Karte einfach einbauen & Test im Gaming PC,Bastel Nerd,592,https://i.ytimg.com/vi_webp/G36dj7w703k/maxresdefault.webp
https://www.youtube.com/watch?v=G39Gkl8vdhM,Eine Sandbank voller Robben | Reportage für Kinder | Paula und die wilden Tiere,Wilde Tierwelt,1935,https://i.ytimg.com/vi_webp/G39Gkl8vdhM/maxresdefault.webp
https://www.youtube.com/watch?v=G3iKJ4IMick,"Neues E-Auto? 3 Minuten tanken, 800 Kilometer fahren, ohne Ladekabel | Die Story | Kontrovers | BR24",BR24,1184,https://i.ytimg.com/vi_webp/G3iKJ4IMick/maxresdefault.webp
https://www.youtube.com/watch?v=G3j_91syHgQ,Alles was du über Finanzen wissen solltest in ＜ 10 Min.,Finanzfluss,600,https://i.ytimg.com/vi_webp/G3j_91syHgQ/maxresdefault.webp
https://www.youtube.com/watch?v=g3rKBT-_xDs,Ich konnte nur 50 % der Rätsel lösen. Bist du cleverer?,SONNENSEITE,586,https://i.ytimg.com/vi/g3rKBT-_xDs/maxresdefault.jpg
https://www.youtube.com/watch?v=G5iqv_QkBvw,Terme mit Brüchen | Terme und Gleichungen - Mathematik einfach erklärt | Lehrerschmidt,Lehrerschmidt,262,https://i.ytimg.com/vi_webp/G5iqv_QkBvw/maxresdefault.webp
https://www.youtube.com/watch?v=G5XxS2OFsJU,"Äquivalenzumformung, äquivalentes Umformen | Terme und Gleichungen | Lehrerschmidt",Lehrerschmidt,377,https://i.ytimg.com/vi_webp/G5XxS2OFsJU/maxresdefault.webp
https://www.youtube.com/watch?v=g6Kn9HbfmOg,Software-Entwickler Markt 2021 - Stackoverflow Developer Survey / Umfrage erklärt,CodeBrot,1134,https://i.ytimg.com/vi/g6Kn9HbfmOg/maxresdefault.jpg
https://www.youtube.com/watch?v=G6LIEQOSLX4,Don Karlos to go (Schiller in 12 Minuten),Sommers Weltliteratur to go,732,https://i.ytimg.com/vi_webp/G6LIEQOSLX4/maxresdefault.webp
https://www.youtube.com/watch?v=G70v7B1qmPs,7 Rede-Anfänge für maximale Aufmerksamkeit ab der ersten Sekunde,RedeFabrik - Kommunikation & Charisma,428,https://i.ytimg.com/vi/G70v7B1qmPs/maxresdefault.jpg
https://www.youtube.com/watch?v=g76E7NQoQlA,Unzustellbar: Was passiert mit Päckchen ohne lesbare Adresse? | Galileo | ProSieben,Galileo,672,https://i.ytimg.com/vi_webp/g76E7NQoQlA/maxresdefault.webp
https://www.youtube.com/watch?v=g88c13KyK9Q,Wie funktioniert eine Grafikkarte? #4,brainfaqk,631,https://i.ytimg.com/vi_webp/g88c13KyK9Q/maxresdefault.webp
https://www.youtube.com/watch?v=G8B9XOL1eJ4,Feuerwehr Lehrvideo Türöffnung,Kanal 4,2212,https://i.ytimg.com/vi/G8B9XOL1eJ4/maxresdefault.jpg
https://www.youtube.com/watch?v=g8ugLGMdIRk,TOP 5 Anfängerfehler & Tipps rund um BITCOIN & Co.,Blocktrainer,1274,https://i.ytimg.com/vi/g8ugLGMdIRk/maxresdefault.jpg
https://www.youtube.com/watch?v=G9DXzr1mG8w,"Neues Projekt: DIA WARS | Alles, was du wissen musst",TheJoCraft,1127,https://i.ytimg.com/vi/G9DXzr1mG8w/maxresdefault.jpg
https://www.youtube.com/watch?v=G9LBIF-q398,Heiraten wozu? | SWR Nachtcafé,SWR,5383,https://i.ytimg.com/vi_webp/G9LBIF-q398/maxresdefault.webp
https://www.youtube.com/watch?v=ga6mQ1y0HHo,TOP 10 DER GRÖSSTEN FEHLER IM STUDIUM,Niklas Steenfatt,1115,https://i.ytimg.com/vi/ga6mQ1y0HHo/maxresdefault.jpg
https://www.youtube.com/watch?v=gaa9qiREPaE,Nullstellen bei quadratischen Funktionen | Mathe by Daniel Jung,Mathe by Daniel Jung,551,https://i.ytimg.com/vi_webp/gaa9qiREPaE/maxresdefault.webp
https://www.youtube.com/watch?v=GaL623ZTy5I,"DAS BESTE MOTORÖL? - DIE ÖL-OFFENBARUNG Teil 2/3: Synthetisch vs Mineralisch, LongLife Eigenschaften",VOLLLAST - Alles rund ums Automobil,516,https://i.ytimg.com/vi_webp/GaL623ZTy5I/maxresdefault.webp
https://www.youtube.com/watch?v=gAo2Qa-b3gQ,Rettung für die Waldtiere | Reportage für Kinder | Anna und der wilde Wald |#3,Wilde Tierwelt,1443,https://i.ytimg.com/vi/gAo2Qa-b3gQ/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBt-rUbezdDjkTJE5H86qkjEbDhfw
https://www.youtube.com/watch?v=gAP_TwvgwbI,Axolotl | Information für Kinder | Anna und die Haustiere,Wilde Tierwelt,781,https://i.ytimg.com/vi_webp/gAP_TwvgwbI/maxresdefault.webp
https://www.youtube.com/watch?v=gbAx4WzT0pI,lineare Funktion - Nullstelle berechnen | Lehrerschmidt,Lehrerschmidt,467,https://i.ytimg.com/vi/gbAx4WzT0pI/maxresdefault.jpg
https://www.youtube.com/watch?v=gbc0-b42K94,Die Alster-Detektive - Folge 7: Kartentricks (Hörspiel),BuergerschaftHH,4943,https://i.ytimg.com/vi/gbc0-b42K94/maxresdefault.jpg?sqp=-oaymwEmCIAKENAF8quKqQMa8AEB-AHUBoAC4AOKAgwIABABGGUgXyhKMA8=&rs=AOn4CLCXQP6JMOJu-oMxuSC2MXwbJRJsAQ
https://www.youtube.com/watch?v=GBhUz_ANBOc,Schrift sticken - Buchstaben mit Farbverlauf - Lettering auf Stoff,Pumora stickt,757,https://i.ytimg.com/vi_webp/GBhUz_ANBOc/maxresdefault.webp?v=60d49cf7
https://www.youtube.com/watch?v=gcgKwuPfZck,4 Tipps: Flirten lernen als Mann in unter 20 Minuten (über 15.000 Frauen angesprochen) - Teil 1,Flirt-Forschung,1116,https://i.ytimg.com/vi_webp/gcgKwuPfZck/maxresdefault.webp
https://www.youtube.com/watch?v=GChhwVXUH00,Gewinde in Blechen und Rohren mit Nietmuttern herstellen,Svens Werkstube,813,https://i.ytimg.com/vi/GChhwVXUH00/maxresdefault.jpg
https://www.youtube.com/watch?v=gcnNM5kYPRo,Let's Play Die Siedler 7 #18 - Die Nebelfelder,JabuhLP,998,https://i.ytimg.com/vi/gcnNM5kYPRo/maxresdefault.jpg
https://www.youtube.com/watch?v=gcsEnaoFmGY,"TANGENTENGLEICHUNG Wendepunkt – Wendetangente Gleichung bestimmen, Tangente bestimmen",MathemaTrick,603,https://i.ytimg.com/vi/gcsEnaoFmGY/maxresdefault.jpg
https://www.youtube.com/watch?v=GCx8Dw2cEcY,Der Europa-Check | Reportage für Kinder | Checker Tobi,CHECKER WELT,1470,https://i.ytimg.com/vi_webp/GCx8Dw2cEcY/maxresdefault.webp
https://www.youtube.com/watch?v=gdbNEfS1xH8,Individueller Spracherwerb - die Theorien: So blickt man schnell durch!,Schnell durchblicken,664,https://i.ytimg.com/vi_webp/gdbNEfS1xH8/maxresdefault.webp
https://www.youtube.com/watch?v=GDhSaG72Pn4,„Die Impfung wird das Virus niemals eliminieren“ | Sahra Wagenknecht bei Viertel nach Acht,BILD,918,https://i.ytimg.com/vi/GDhSaG72Pn4/maxresdefault.jpg
https://www.youtube.com/watch?v=gDh_rz4oRCA,"Eure Smarthome Beispiele Nr. 6, Garagentore, Badezimmer, Kellerkino und eine Hand",Spiel und Zeug,1674,https://i.ytimg.com/vi/gDh_rz4oRCA/maxresdefault.jpg?v=605518b2
https://www.youtube.com/watch?v=gdpsTNraYQI,Mach DAS – und keiner zieht dich mehr runter,Martin Wehrle: Coaching- und Karrieretipps,759,https://i.ytimg.com/vi_webp/gdpsTNraYQI/maxresdefault.webp
https://www.youtube.com/watch?v=gDu27zgB8I8,"Prozentrechnen (Prozentsatz, Grundwert)",Mathe - simpleclub,166,https://i.ytimg.com/vi_webp/gDu27zgB8I8/maxresdefault.webp
https://www.youtube.com/watch?v=gdv9X410Wzk,Die Epoche der Romantik - mit einem Schaubild schnell durchblicken,Schnell durchblicken,587,https://i.ytimg.com/vi_webp/gdv9X410Wzk/maxresdefault.webp
https://www.youtube.com/watch?v=gDX1JUrUli4,1 Woche Börsenhandel & __€ verdient (zuhause) | Experiment,Tomary,840,https://i.ytimg.com/vi_webp/gDX1JUrUli4/maxresdefault.webp
https://www.youtube.com/watch?v=ge6u-u-22OM,Wie Du Alles Verstehen Kannst (Feynman Methode),Logical Lemon,334,https://i.ytimg.com/vi_webp/ge6u-u-22OM/maxresdefault.webp
https://www.youtube.com/watch?v=GEdlyArO5aI,"Make-Up für Männer: Jungs, warum schminkt ihr euch nicht? + Aquamarin || PULS Reportage",PULS Reportage,935,https://i.ytimg.com/vi_webp/GEdlyArO5aI/maxresdefault.webp
